Name,chr,pos,Relation_to_Island,UCSC_RefGene_Name,UCSC_RefGene_Group,hg
cg25942450,chr5,170736251,Island,TLX3,TSS200,hg19
cg02150988,chr2,177053283,Island,HOXD1,TSS200,hg19
cg05238375,chr10,112836780,Island,ADRA2A,TSS200,hg19
cg23655970,chr14,37126582,N_Shore,PAX9,TSS200,hg19
cg24796627,chr15,81071708,Island,KIAA1199,TSS200,hg19
cg15543616,chr12,5019024,Island,KCNA1,TSS200,hg19
cg10418567,chr4,52917567,Island,SPATA18,TSS200,hg19
cg21110939,chr15,91643135,Island,SV2B;SV2B,TSS200;TSS1500,hg19
cg11627632,chr5,76011698,Island,F2R,TSS200,hg19
cg02071825,chr17,56833096,Island,PPM1E,TSS200,hg19
cg09005679,chr20,57875326,Island,EDN3;EDN3;EDN3;EDN3,TSS200;TSS200;TSS200;TSS200,hg19
cg08807097,chr12,114843955,N_Shore,TBX5;TBX5;TBX5,TSS200;5'UTR;5'UTR,hg19
cg19427188,chr2,211090281,S_Shore,ACADL,TSS200,hg19
cg02910180,chr11,71955299,Island,PHOX2A,TSS200,hg19
cg01878321,chr2,27486133,Island,SLC30A3,TSS200,hg19
cg01655355,chr19,17982748,Island,SLC5A5,TSS200,hg19
cg10689889,chr16,79634732,Island,MAF;MAF,TSS200;TSS200,hg19
cg13482356,chr1,118148519,Island,FAM46C,TSS200,hg19
cg23214267,chr20,45523137,N_Shore,EYA2;EYA2,TSS200;TSS200,hg19
cg18619591,chr2,172950125,Island,DLX1;DLX1,TSS200;TSS200,hg19
cg03625010,chr12,24715484,Island,SOX5,TSS200,hg19
cg09058748,chr2,87035698,N_Shore,CD8A,TSS200,hg19
cg25479916,chr6,27841392,S_Shore,HIST1H4L;HIST1H3I,TSS200;TSS1500,hg19
cg22060073,chr8,132052942,Island,ADCY8,TSS200,hg19
cg17447877,chr11,65554407,Island,OVOL1,TSS200,hg19
cg00027400,chr18,49866412,N_Shore,DCC,TSS200,hg19
cg03053374,chr17,38465422,OpenSea,RARA,TSS200,hg19
cg05972070,chr8,29206487,Island,DUSP4;DUSP4,TSS200;Body,hg19
cg11464615,chr19,18717783,Island,CRLF1,TSS200,hg19
cg08495770,chr10,106400824,Island,SORCS3,TSS200,hg19
cg02633148,chr4,46391476,N_Shore,GABRA2;GABRA2,TSS200;5'UTR,hg19
cg05382123,chr1,34632585,S_Shore,C1orf94;CSMD2,TSS200;TSS1500,hg19
cg05219421,chr6,29691003,N_Shore,HLA-F;HLA-F;HLA-F,TSS200;TSS200;TSS200,hg19
cg17123534,chr6,26204773,Island,HIST1H4E,TSS200,hg19
cg26465310,chr16,82203988,Island,MPHOSPH6,TSS200,hg19
cg15716185,chr18,60190644,Island,ZCCHC2,TSS200,hg19
cg18371700,chr21,36041579,Island,CLIC6,TSS200,hg19
cg09261555,chr6,26285826,Island,HIST1H4H,TSS200,hg19
cg12739034,chr1,71513626,Island,PTGER3;PTGER3;PTGER3;PTGER3;PTGER3;PTGER3;PTGER3;PTGER3;PTGER3;PTGER3,TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200,hg19
cg08460022,chr6,31795392,N_Shore,HSPA1B,TSS200,hg19
cg20600845,chr10,64578939,S_Shore,EGR2,TSS200,hg19
cg11873482,chr7,97361244,Island,TAC1;TAC1;TAC1;TAC1,TSS200;TSS200;TSS200;TSS200,hg19
cg18462168,chr15,22892545,Island,CYFIP1,TSS200,hg19
cg03629447,chr10,95326409,Island,GPR120,TSS200,hg19
cg03730958,chr6,1312519,Island,FOXQ1,TSS200,hg19
cg24620673,chr4,66535655,N_Shore,EPHA5;EPHA5,TSS200;TSS200,hg19
cg16644457,chr11,22359480,N_Shelf,SLC17A6,TSS200,hg19
cg14726488,chr6,137815572,N_Shore,OLIG3,TSS200,hg19
cg10227358,chr17,4545146,S_Shore,ALOX15,TSS200,hg19
cg19226872,chr2,19558542,S_Shore,OSR1,TSS200,hg19
cg23654431,chr12,48298967,Island,VDR;VDR,TSS200;TSS200,hg19
cg23169689,chr15,45927123,Island,SQRDL,TSS200,hg19
cg22797735,chr12,115122157,Island,TBX3;TBX3,TSS200;TSS200,hg19
cg03767531,chr2,182545572,N_Shelf,NEUROD1,TSS200,hg19
cg20075315,chr16,11945568,S_Shore,RSL1D1,TSS200,hg19
cg05190315,chr5,170736132,Island,TLX3,TSS200,hg19
cg01468656,chr1,19991678,Island,HTR6,TSS200,hg19
cg05296643,chr12,54410526,N_Shore,HOXC4;HOXC6;HOXC5,TSS200;TSS200;TSS200,hg19
cg10708548,chr10,63661365,N_Shore,ARID5B,TSS200,hg19
cg20303399,chr8,26722965,Island,ADRA1A;ADRA1A;ADRA1A;ADRA1A,TSS200;TSS200;TSS200;TSS200,hg19
cg02067983,chr12,49372131,Island,WNT1,TSS200,hg19
cg04567307,chr4,48492122,Island,ZAR1,TSS200,hg19
cg26074223,chr6,27840257,N_Shore,HIST1H3I,TSS200,hg19
cg01181350,chr7,15726348,OpenSea,MEOX2,TSS200,hg19
cg09415639,chr8,72987836,Island,TRPA1,TSS200,hg19
cg23730575,chr6,27799385,Island,HIST1H4K,TSS200,hg19
cg06067842,chr10,63213385,S_Shore,TMEM26,TSS200,hg19
cg18444267,chr16,17564920,OpenSea,XYLT1,TSS200,hg19
cg07800320,chr3,125899567,Island,ALDH1L1,TSS200,hg19
cg17885806,chr1,165414491,OpenSea,RXRG;RXRG,TSS200;TSS200,hg19
cg00796728,chr11,94276898,Island,FUT4,TSS200,hg19
cg15646817,chr5,80256524,Island,RASGRF2,TSS200,hg19
cg19613722,chr18,49866361,N_Shelf,DCC,TSS200,hg19
cg26569469,chr1,110753895,Island,KCNC4;KCNC4;KCNC4,TSS200;TSS200;TSS200,hg19
cg17156565,chr5,174151492,Island,MSX2,TSS200,hg19
cg16785690,chr9,135037323,Island,NTNG2,TSS200,hg19
cg14233354,chr10,99790761,Island,CRTAC1,TSS200,hg19
cg01261007,chr6,110300233,Island,GPR6,TSS200,hg19
cg09514589,chr15,76603992,Island,ETFA;ETFA,TSS200;TSS200,hg19
cg03696345,chr21,34398114,Island,OLIG2,TSS200,hg19
cg21477717,chr19,17982682,Island,SLC5A5,TSS200,hg19
cg25011337,chr5,134915042,S_Shore,CXCL14,TSS200,hg19
cg03700462,chr7,27135684,Island,HOXA1;HOXA1,TSS200;TSS200,hg19
cg11170727,chr5,139423015,Island,NRG2;NRG2;NRG2;NRG2,TSS200;TSS200;TSS200;TSS200,hg19
cg22837767,chr20,21686251,Island,PAX1,TSS200,hg19
cg20584905,chr2,223163784,Island,PAX3;PAX3;PAX3;CCDC140;PAX3;PAX3;PAX3;PAX3;PAX3,TSS200;TSS200;TSS200;5'UTR;TSS200;TSS200;TSS200;TSS200;TSS200,hg19
cg10154926,chr17,39891009,Island,HAP1;HAP1;HAP1,TSS200;TSS200;TSS200,hg19
cg16428251,chr3,137483479,Island,SOX14,TSS200,hg19
cg18947801,chr1,99729769,N_Shore,LPPR4;LPPR4,TSS200;TSS200,hg19
cg23505344,chr14,96505502,Island,C14orf132,TSS200,hg19
cg12915695,chr12,45445057,Island,DBX2,TSS200,hg19
cg08033284,chr2,30454363,Island,LBH,TSS200,hg19
cg17470184,chr11,118478236,Island,PHLDB1;PHLDB1;PHLDB1,TSS200;5'UTR;TSS200,hg19
cg03813215,chr18,60986679,Island,BCL2;BCL2,TSS200;TSS200,hg19
cg19517653,chr10,45869456,Island,ALOX5,TSS200,hg19
cg03472798,chr6,87646930,N_Shore,HTR1E,TSS200,hg19
cg25905812,chr9,841632,Island,DMRT1,TSS200,hg19
cg02908587,chr9,77112187,N_Shore,RORB,TSS200,hg19
cg15548046,chr1,160039969,N_Shore,KCNJ10,TSS200,hg19
cg05264587,chr17,56833060,Island,PPM1E,TSS200,hg19
cg16384588,chr5,44388949,OpenSea,FGF10,TSS200,hg19
cg13177758,chr15,78632572,N_Shore,CRABP1,TSS200,hg19
cg04355968,chr6,27840201,N_Shore,HIST1H3I,TSS200,hg19
cg21893456,chr15,41221488,Island,DLL4,TSS200,hg19
cg23127249,chr2,232790974,Island,NPPC,TSS200,hg19
cg06323023,chr6,27841352,S_Shore,HIST1H4L;HIST1H3I,TSS200;TSS1500,hg19
cg02149708,chr6,166582159,Island,T,TSS200,hg19
cg18153124,chr8,133493154,Island,KCNQ3,TSS200,hg19
cg21920775,chr1,114696641,Island,SYT6,TSS200,hg19
cg01767732,chr14,72399591,S_Shore,RGS6,TSS200,hg19
cg15065139,chr14,69726620,Island,GALNTL1;GALNTL1,TSS200;TSS200,hg19
cg01697354,chr12,49365714,S_Shore,WNT10B,TSS200,hg19
cg15328326,chr3,13921813,Island,WNT7A,TSS200,hg19
cg14778074,chr4,46391448,N_Shore,GABRA2;GABRA2,TSS200;5'UTR,hg19
cg09414783,chr17,39891007,Island,HAP1;HAP1;HAP1,TSS200;TSS200;TSS200,hg19
cg05596294,chr1,99729757,N_Shore,LPPR4;LPPR4,TSS200;TSS200,hg19
cg01911082,chr8,114449272,OpenSea,CSMD3;CSMD3,TSS200;TSS200,hg19
cg14974722,chr17,35306061,Island,AATF,TSS200,hg19
cg01905828,chr1,208417738,Island,PLXNA2,TSS200,hg19
cg11694433,chr15,63796712,Island,USP3,TSS200,hg19
cg05071577,chr6,27840147,N_Shore,HIST1H3I,TSS200,hg19
cg10149976,chr14,52535953,Island,NID2,TSS200,hg19
cg19671533,chr6,84419234,Island,SNAP91;SNAP91,TSS200;TSS200,hg19
cg06005695,chr6,27841388,S_Shore,HIST1H4L;HIST1H3I,TSS200;TSS1500,hg19
cg02577436,chr4,8271369,Island,HTRA3,TSS200,hg19
cg24897255,chr6,75915787,Island,COL12A1;COL12A1,TSS200;TSS200,hg19
cg18785300,chr6,31240047,Island,HLA-C,TSS200,hg19
cg08616702,chr6,108487072,Island,NR2E1,TSS200,hg19
cg20419545,chr2,217560280,S_Shore,IGFBP5,TSS200,hg19
cg10092652,chr10,90967189,N_Shore,CH25H,TSS200,hg19
cg10363975,chr6,142622897,Island,GPR126;GPR126;GPR126;GPR126,TSS200;TSS200;TSS200;TSS200,hg19
cg27634151,chr11,94134646,Island,GPR83,TSS200,hg19
cg11979837,chr19,3047669,S_Shore,TLE2,TSS200,hg19
cg00685723,chr2,219745246,Island,WNT10A,TSS200,hg19
cg03412237,chr16,67225915,OpenSea,E2F4,TSS200,hg19
cg02266732,chr5,63257710,Island,HTR1A,TSS200,hg19
cg06441568,chr4,85419504,Island,NKX6-1,TSS200,hg19
cg16351364,chr6,46620676,Island,CYP39A1;SLC25A27,TSS200;TSS200,hg19
cg15218775,chr7,27135679,Island,HOXA1;HOXA1,TSS200;TSS200,hg19
cg12461368,chr18,60986654,Island,BCL2;BCL2,TSS200;TSS200,hg19
cg08962452,chr12,54366816,Island,HOXC11,TSS200,hg19
cg17863912,chr2,176994362,Island,HOXD8,TSS200,hg19
cg17681034,chr11,71639702,OpenSea,RNF121;LOC100133315;RNF121;RNF121,TSS200;TSS1500;TSS200;TSS200,hg19
cg15381304,chr6,110300099,Island,GPR6,TSS200,hg19
cg10373196,chr16,66878685,Island,CA7;CA7,TSS200;Body,hg19
cg19594691,chr2,20646743,Island,RHOB,TSS200,hg19
cg20031656,chr11,125366267,Island,FEZ1;FEZ1,TSS200;TSS200,hg19
cg08133486,chr6,100911746,N_Shore,SIM1,TSS200,hg19
cg11871421,chr17,6679476,Island,FBXO39,TSS200,hg19
cg15156078,chr15,79383413,Island,RASGRF1;RASGRF1,TSS200;TSS200,hg19
cg22730464,chr5,94955816,Island,GPR150,TSS200,hg19
cg05536800,chr4,174451460,Island,HAND2;NBLA00301,TSS200;TSS200,hg19
cg25985488,chr11,11643756,Island,GALNTL4,TSS200,hg19
cg20242797,chr1,24645853,N_Shelf,GRHL3,TSS200,hg19
cg08983097,chr6,117586538,Island,VGLL2;VGLL2,TSS200;TSS200,hg19
cg22733687,chr11,101000618,S_Shore,PGR,TSS200,hg19
cg02979457,chr7,27142547,N_Shore,HOXA2,TSS200,hg19
cg14326885,chr5,111755158,Island,FLJ11235;EPB41L4A,TSS200;TSS200,hg19
cg19407095,chr13,112721778,Island,SOX1,TSS200,hg19
cg02186542,chr16,77469167,S_Shore,ADAMTS18,TSS200,hg19
cg00885682,chr16,22825749,Island,HS3ST2,TSS200,hg19
cg01408654,chr4,134070437,Island,PCDH10;PCDH10,TSS200;TSS200,hg19
cg00462994,chr17,42081955,N_Shore,NAGS;PYY,TSS200;TSS200,hg19
cg11893763,chr10,125425688,Island,GPR26,TSS200,hg19
cg21011616,chr2,177015992,N_Shore,HOXD4,TSS200,hg19
cg20703137,chr5,121414211,S_Shore,LOX,TSS200,hg19
cg05820448,chr7,155605094,Island,SHH,TSS200,hg19
cg05756933,chr6,110300101,Island,GPR6,TSS200,hg19
cg19478298,chr7,103630093,Island,RELN;RELN,TSS200;TSS200,hg19
cg10290373,chr9,135037134,Island,NTNG2,TSS200,hg19
cg16970804,chr5,43042108,Island,LOC153684,TSS200,hg19
cg17645823,chr12,114846321,Island,TBX5;TBX5,TSS200;TSS200,hg19
cg00731411,chr2,71127576,Island,VAX2,TSS200,hg19
cg26422022,chr5,121414137,S_Shore,LOX,TSS200,hg19
cg14946105,chr17,8021876,N_Shore,ALOXE3;ALOXE3,TSS200;Body,hg19
cg24862668,chr16,25703160,Island,HS3ST4,TSS200,hg19
cg17833476,chr5,170736201,Island,TLX3,TSS200,hg19
cg02250263,chr17,70117055,Island,SOX9,TSS200,hg19
cg10824063,chr11,20690934,Island,NELL1;NELL1,TSS200;TSS200,hg19
cg06128028,chr7,35293892,Island,TBX20;TBX20,TSS200;TSS200,hg19
cg02901408,chr1,185014370,Island,RNF2,TSS200,hg19
cg05432973,chr10,101292651,Island,NKX2-3,TSS200,hg19
cg05260811,chr19,41036253,S_Shore,SPTBN4;SPTBN4,TSS200;Body,hg19
cg14849262,chr2,238767990,N_Shore,RAMP1,TSS200,hg19
cg05766140,chr6,391743,Island,IRF4,TSS200,hg19
cg11637980,chr11,101000717,S_Shore,PGR,TSS200,hg19
cg26575738,chr17,44896168,Island,WNT3,TSS200,hg19
cg05070742,chr6,27777807,N_Shore,HIST1H3H,TSS200,hg19
cg04265576,chr7,27187372,Island,HOXA6,TSS200,hg19
cg13993853,chr13,21277342,Island,IL17D,TSS200,hg19
cg05038485,chr9,100685050,Island,C9orf156,TSS200,hg19
cg12919006,chr2,124782713,Island,CNTNAP5,TSS200,hg19
cg17875156,chr17,8924757,Island,NTN1,TSS200,hg19
cg05870072,chr16,54965087,Island,IRX5,TSS200,hg19
cg26745540,chr4,164253876,S_Shore,NPY1R,TSS200,hg19
cg10647101,chr22,19744026,Island,TBX1;TBX1;TBX1,TSS200;TSS200;TSS200,hg19
cg12210770,chr17,8022010,N_Shore,ALOXE3;ALOXE3,TSS200;Body,hg19
cg17072805,chr11,14993869,N_Shore,CALCA;CALCA;CALCA,TSS200;TSS200;TSS200,hg19
cg18705279,chr16,67197129,Island,HSF4;HSF4;FBXL8,TSS200;TSS200;Body,hg19
cg26607785,chr17,45810424,N_Shore,TBX21,TSS200,hg19
cg09730361,chr9,20622599,S_Shore,MLLT3,TSS200,hg19
cg25054052,chr13,22245066,Island,FGF9,TSS200,hg19
cg09432902,chr12,113909932,Island,LHX5,TSS200,hg19
cg05233622,chr11,75379501,Island,MAP6;MAP6,TSS200;TSS200,hg19
cg22428147,chr7,137531791,Island,DGKI,TSS200,hg19
cg22628500,chr1,92949452,Island,GFI1;GFI1;GFI1,TSS200;5'UTR;5'UTR,hg19
cg11477110,chr19,3985654,Island,EEF2,TSS200,hg19
cg02443428,chr5,44388907,OpenSea,FGF10,TSS200,hg19
cg17026220,chr12,54410580,N_Shore,HOXC4;HOXC6;HOXC5,TSS200;TSS200;TSS200,hg19
cg12598089,chr3,156008770,N_Shore,KCNAB1;KCNAB1;KCNAB1,TSS200;Body;Body,hg19
cg24707023,chr6,27860984,N_Shore,HIST1H2AM;HIST1H2BO,TSS200;TSS1500,hg19
cg25485294,chr6,27841324,S_Shore,HIST1H4L;HIST1H3I,TSS200;TSS1500,hg19
cg26260350,chr2,63277932,Island,OTX1,TSS200,hg19
cg19695777,chr13,28543438,Island,CDX2,TSS200,hg19
cg12315302,chr6,26189340,S_Shore,HIST1H4D,TSS200,hg19
cg08977371,chr16,82660490,N_Shore,CDH13,TSS200,hg19
cg13543854,chr10,8095477,Island,FLJ45983;GATA3;GATA3;FLJ45983,TSS200;TSS1500;TSS1500;TSS200,hg19
cg08132837,chr14,60975811,Island,SIX6,TSS200,hg19
cg13476901,chr18,30352975,S_Shore,KLHL14,TSS200,hg19
cg10725316,chr10,103603869,S_Shore,KCNIP2;KCNIP2;KCNIP2;KCNIP2;KCNIP2;KCNIP2,TSS200;TSS200;TSS200;TSS200;TSS200;TSS200,hg19
cg00481161,chr3,113251078,N_Shore,SIDT1,TSS200,hg19
cg08834269,chr17,27333125,Island,SEZ6;SEZ6,TSS200;TSS200,hg19
cg07057636,chr2,38303504,Island,CYP1B1,TSS200,hg19
cg01808545,chr2,193059717,Island,TMEFF2,TSS200,hg19
cg06672560,chr20,54580175,Island,CBLN4,TSS200,hg19
cg21942670,chr10,102820806,Island,KAZALD1,TSS200,hg19
cg25033990,chr17,32484014,Island,ACCN1,TSS200,hg19
cg07142461,chr17,32483912,N_Shore,ACCN1,TSS200,hg19
cg13565157,chr12,54943009,OpenSea,PDE1B,TSS200,hg19
cg10561835,chr14,37051949,N_Shore,NKX2-8,TSS200,hg19
cg08745498,chr12,113910012,Island,LHX5,TSS200,hg19
cg20552487,chr7,12610166,Island,SCIN,TSS200,hg19
cg23282837,chr8,114449418,OpenSea,CSMD3;CSMD3,TSS200;TSS200,hg19
cg14021345,chr14,42076757,S_Shore,LRFN5,TSS200,hg19
cg18242103,chr14,52734253,Island,PTGDR,TSS200,hg19
cg05024413,chr4,128703335,Island,HSPA4L,TSS200,hg19
cg17986264,chr10,64576256,Island,EGR2;EGR2;EGR2;EGR2,TSS200;5'UTR;TSS200;TSS200,hg19
cg26147746,chr19,41036236,S_Shore,SPTBN4;SPTBN4,TSS200;Body,hg19
cg05158197,chr4,168155888,S_Shore,SPOCK3;SPOCK3,TSS200;TSS200,hg19
cg01056903,chr20,44601024,Island,ZNF335,TSS200,hg19
cg26998537,chr14,57277366,N_Shore,OTX2,TSS200,hg19
cg00928478,chr10,99078824,Island,FRAT1,TSS200,hg19
cg13777292,chr19,496419,Island,MADCAM1;MADCAM1,TSS200;TSS200,hg19
cg00556112,chr11,637173,Island,DRD4,TSS200,hg19
cg26706521,chr6,31325085,Island,HLA-B,TSS200,hg19
cg18561881,chr1,207627541,Island,CR2;CR2,TSS200;TSS200,hg19
cg01865113,chr17,70117105,Island,SOX9,TSS200,hg19
cg15320854,chr7,107300939,N_Shore,SLC26A4;LOC286002,TSS200;Body,hg19
cg22397562,chr15,69591148,N_Shore,PAQR5,TSS200,hg19
cg17524151,chr16,475494,Island,RAB11FIP3,TSS200,hg19
cg21973276,chr15,66994600,Island,SMAD6;SMAD6,TSS200;TSS200,hg19
cg21530280,chr4,174451394,Island,HAND2;NBLA00301,TSS200;TSS1500,hg19
cg16282993,chr6,26204765,Island,HIST1H4E,TSS200,hg19
cg02094237,chr12,14924136,S_Shore,HIST4H4,TSS200,hg19
cg16829998,chr19,49944964,N_Shore,SLC17A7,TSS200,hg19
cg04743945,chr7,86273058,OpenSea,GRM3,TSS200,hg19
cg23198568,chr10,33623905,Island,NRP1;NRP1;NRP1,TSS200;TSS200;TSS200,hg19
cg15645220,chr2,232790981,Island,NPPC,TSS200,hg19
cg05640128,chr7,154002270,Island,DPP6;DPP6;DPP6,TSS200;Body;Body,hg19
cg07964178,chr8,22550957,Island,EGR3,TSS200,hg19
cg02348151,chr21,34442257,Island,OLIG1,TSS200,hg19
cg20488280,chr6,142622903,Island,GPR126;GPR126;GPR126;GPR126,TSS200;TSS200;TSS200;TSS200,hg19
cg04407776,chr1,84465009,Island,TTLL7,TSS200,hg19
cg06987468,chr7,116963502,Island,WNT2;WNT2,TSS200;TSS200,hg19
cg22277994,chr17,71161157,Island,SSTR2,TSS200,hg19
cg08352268,chr17,6947337,Island,SLC16A11,TSS200,hg19
cg08876826,chr19,35634102,Island,FXYD7,TSS200,hg19
cg10971510,chr15,100882218,Island,ADAMTS17,TSS200,hg19
cg18156033,chr2,158485580,Island,ACVR1C;ACVR1C;ACVR1C,TSS200;TSS200;TSS200,hg19
cg08330778,chr12,115122028,Island,TBX3;TBX3,TSS200;TSS200,hg19
cg17879189,chr6,100054469,N_Shore,PRDM13,TSS200,hg19
cg13559046,chr19,2236343,Island,PLEKHJ1;SF3A2,TSS200;TSS1500,hg19
cg03476000,chr1,6480167,Island,HES2,TSS200,hg19
cg14995562,chr22,38714166,S_Shore,CSNK1E;CSNK1E,TSS200;TSS1500,hg19
cg19024279,chr17,72920309,Island,OTOP2;USH1G,TSS200;TSS1500,hg19
cg25355501,chr6,31239910,Island,HLA-C,TSS200,hg19
cg15554875,chr2,45236686,Island,SIX2,TSS200,hg19
cg10015829,chr20,44600909,Island,ZNF335,TSS200,hg19
cg18580296,chr7,15726411,OpenSea,MEOX2,TSS200,hg19
cg26492514,chr5,168728236,Island,SLIT3,TSS200,hg19
cg17801268,chr1,3566797,Island,WDR8,TSS200,hg19
cg02331772,chr1,99127069,Island,SNX7;SNX7,TSS200;TSS200,hg19
cg25405123,chr15,33603070,Island,RYR3,TSS200,hg19
cg04706404,chr1,61547859,N_Shore,NFIA;NFIA;NFIA;NFIA,TSS200;Body;Body;TSS200,hg19
cg03254875,chr10,180361,N_Shore,ZMYND11;ZMYND11;ZMYND11,TSS200;TSS200;TSS200,hg19
cg18074297,chr21,36041612,Island,CLIC6,TSS200,hg19
cg05511483,chr6,27840105,N_Shore,HIST1H3I,TSS200,hg19
cg07174627,chr1,3566769,Island,WDR8,TSS200,hg19
cg25993718,chr20,54580196,Island,CBLN4,TSS200,hg19
cg13526007,chr14,42076710,S_Shore,LRFN5,TSS200,hg19
cg18762485,chr10,90967165,N_Shore,CH25H,TSS200,hg19
cg12265829,chr14,24804022,Island,ADCY4,TSS200,hg19
cg11044263,chr8,125385130,Island,TMEM65,TSS200,hg19
cg19884345,chr6,26189379,S_Shore,HIST1H4D,TSS200,hg19
cg08888916,chr11,118016368,Island,SCN4B;SCN4B;SCN4B;SCN4B,TSS200;Body;Body;TSS200,hg19
cg01834566,chr2,38303442,Island,CYP1B1,TSS200,hg19
cg23067281,chr14,92980103,Island,RIN3,TSS200,hg19
cg27567335,chr2,238768074,Island,RAMP1,TSS200,hg19
cg03975797,chr5,100238977,Island,ST8SIA4;ST8SIA4;ST8SIA4,TSS200;1stExon;5'UTR,hg19
cg20464072,chr1,25943790,N_Shore,MAN1C1,TSS200,hg19
cg16428008,chr17,74707253,S_Shore,MXRA7;MXRA7;MXRA7,TSS200;TSS200;TSS200,hg19
cg00782124,chr8,29206517,Island,DUSP4;DUSP4,TSS200;Body,hg19
cg26688527,chr1,75594066,N_Shore,LHX8,TSS200,hg19
cg07856714,chr19,18902160,Island,COMP,TSS200,hg19
cg01088572,chr6,142622918,Island,GPR126;GPR126;GPR126;GPR126,TSS200;TSS200;TSS200;TSS200,hg19
cg11365360,chr3,184279509,Island,EPHB3,TSS200,hg19
cg02167865,chr10,99078850,Island,FRAT1,TSS200,hg19
cg26129769,chr3,157824148,S_Shore,SHOX2;SHOX2;SHOX2,TSS200;TSS200;TSS200,hg19
cg10051214,chr1,24195031,S_Shore,FUCA1,TSS200,hg19
cg13171943,chr15,90294568,Island,MESP1,TSS200,hg19
cg12260798,chr6,26240519,N_Shore,HIST1H4F,TSS200,hg19
cg15927263,chr19,2236466,Island,PLEKHJ1;SF3A2,TSS200;TSS1500,hg19
cg13781149,chr6,27114655,Island,HIST1H2BK;HIST1H2AH,TSS200;TSS1500,hg19
cg15337055,chr14,75745358,Island,FOS,TSS200,hg19
cg16342115,chr18,30353073,S_Shore,KLHL14,TSS200,hg19
cg01137532,chr10,64133888,Island,ZNF365;ZNF365;ZNF365,TSS200;TSS200;TSS200,hg19
cg04800682,chr3,58223165,Island,ABHD6,TSS200,hg19
cg18011401,chr19,13617366,S_Shore,CACNA1A;CACNA1A,TSS200;TSS200,hg19
cg00816008,chr16,82203996,Island,MPHOSPH6,TSS200,hg19
cg26557658,chr1,20878787,N_Shore,FAM43B,TSS200,hg19
cg08641090,chr2,72375141,N_Shore,CYP26B1,TSS200,hg19
cg01926269,chr2,25391670,Island,POMC;POMC,TSS200;TSS200,hg19
cg25263140,chr6,106959651,N_Shore,AIM1,TSS200,hg19
cg04671932,chr7,79082898,N_Shore,MAGI2,TSS200,hg19
cg21816539,chr21,31312328,S_Shore,GRIK1;GRIK1,TSS200;TSS200,hg19
cg13181928,chr17,6947323,Island,SLC16A11,TSS200,hg19
cg02599463,chr1,156611574,N_Shore,BCAN;BCAN,TSS200;TSS200,hg19
cg10524033,chr4,134070433,Island,PCDH10;PCDH10,TSS200;TSS200,hg19
cg07191594,chr20,44650220,N_Shore,SLC12A5,TSS200,hg19
cg20544675,chr8,38243945,Island,LETM2,TSS200,hg19
cg09174233,chr9,17578779,Island,SH3GL2,TSS200,hg19
cg12355180,chr1,220102013,Island,SLC30A10,TSS200,hg19
cg19711579,chr2,182545562,N_Shelf,NEUROD1,TSS200,hg19
cg05471775,chr6,26027531,Island,HIST1H4B,TSS200,hg19
cg12476490,chr10,64576179,Island,EGR2;EGR2;EGR2;EGR2,TSS200;5'UTR;TSS200;TSS200,hg19
cg12835270,chr7,44365361,S_Shore,CAMK2B;CAMK2B;CAMK2B;CAMK2B;CAMK2B;CAMK2B;CAMK2B;CAMK2B,TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200,hg19
cg00167491,chr5,44388799,OpenSea,FGF10,TSS200,hg19
cg02327997,chr10,128077318,Island,ADAM12;ADAM12,TSS200;TSS200,hg19
cg19431448,chr15,79383385,Island,RASGRF1;RASGRF1,TSS200;TSS200,hg19
cg03676512,chr4,174451413,Island,HAND2;NBLA00301,TSS200;TSS200,hg19
cg06621784,chr1,53480551,OpenSea,SCP2;SCP2;SCP2;SCP2,TSS200;TSS200;Body;TSS200,hg19
cg14456683,chr3,147127010,Island,ZIC1,TSS200,hg19
cg13755070,chr11,128563714,Island,FLI1;FLI1,TSS200;5'UTR,hg19
cg04437841,chr1,85514326,Island,MCOLN3,TSS200,hg19
cg12084952,chr1,24194979,Island,FUCA1,TSS200,hg19
cg02233216,chr2,30454279,Island,LBH,TSS200,hg19
cg14307134,chr6,31795399,N_Shore,HSPA1B,TSS200,hg19
cg19675223,chr2,217560272,S_Shore,IGFBP5,TSS200,hg19
cg26164310,chr1,99729780,N_Shore,LPPR4;LPPR4,TSS200;TSS200,hg19
cg11333886,chr11,117668042,Island,DSCAML1,TSS200,hg19
cg06535993,chr10,26727261,Island,APBB1IP,TSS200,hg19
cg07645736,chr6,137243249,Island,SLC35D3,TSS200,hg19
cg00065408,chr12,49212475,Island,CACNB3,TSS200,hg19
cg06474131,chr11,71639687,OpenSea,RNF121;LOC100133315;RNF121;RNF121,TSS200;TSS200;TSS200;TSS200,hg19
cg16691888,chr2,170219230,N_Shore,LRP2,TSS200,hg19
cg25365794,chr17,8022404,N_Shore,ALOXE3;ALOXE3,TSS200;TSS1500,hg19
cg00663972,chr13,112721725,Island,SOX1,TSS200,hg19
cg26517714,chr5,170736245,Island,TLX3,TSS200,hg19
cg01830294,chr7,116963492,Island,WNT2;WNT2,TSS200;TSS200,hg19
cg08830754,chr6,52860234,S_Shore,GSTA4,TSS200,hg19
