Name,chr,pos,Relation_to_Island,UCSC_RefGene_Name,UCSC_RefGene_Group,hg,clock,weight_clock
cg01381607,chr11,10563606,S_Shore,RNF141;MRVI1-AS1;MRVI1-AS1;MRVI1-AS1;MRVI1-AS1,TSS1500;Body;Body;Body;Body,hg19,AGEepi,1
cg21628390,chr19,16136684,OpenSea,LINC00661,Body,hg19,AGEepi,1
cg12614731,chr22,24179968,N_Shore,DERL3;DERL3;DERL3,Body;Body;Body,hg19,AGEepi,1
cg05677133,chr3,184043719,N_Shore,EIF4G1;EIF4G1;EIF4G1;EIF4G1;EIF4G1,Body;Body;Body;Body;Body,hg19,AGEepi,1
cg13913149,chr11,67033676,Island,ADRBK1,TSS1500,hg19,AGEepi,-1
cg11328284,chr2,168932113,OpenSea,STK39,Body,hg19,AGEepi,1
cg06926332,chr2,158113319,OpenSea,GALNT5,TSS1500,hg19,AGEepi,1
cg07726139,chr1,228652528,Island,,,hg19,AGEepi,1
cg17447555,chr17,72004699,OpenSea,,,hg19,AGEepi,1
cg15310886,chr19,46111136,OpenSea,,,hg19,AGEepi,-1
cg07908654,chr13,41631052,N_Shelf,,,hg19,AGEepi,-1
cg18990835,chr4,109517709,OpenSea,RPL34-AS1,Body,hg19,AGEepi,1
cg03239591,chr6,30539540,S_Shore,ABCF1;ABCF1,Body;Body,hg19,AGEepi,1
cg24442913,chr11,14994606,N_Shore,CALCA;CALCA;CALCA,TSS1500;TSS1500;TSS1500,hg19,AGEepi,1
cg03817675,chr7,139299053,OpenSea,HIPK2;HIPK2,Body;Body,hg19,AGEepi,1
cg04341343,chr2,8784813,N_Shore,,,hg19,AGEepi,1
cg04044935,chr3,16469032,OpenSea,RFTN1,Body,hg19,AGEepi,1
cg15656834,chr11,116578399,Island,,,hg19,AGEepi,-1
cg03723178,chr4,108924784,OpenSea,HADH;HADH,Body;Body,hg19,AGEepi,1
cg18188697,chr1,85947768,OpenSea,DDAH1,5'UTR,hg19,AGEepi,-1
cg12093781,chr1,245423516,OpenSea,KIF26B,Body,hg19,AGEepi,-1
cg26053552,chr12,121769215,OpenSea,ANAPC5;ANAPC5;ANAPC5;ANAPC5,ExonBnd;ExonBnd;Body;Body,hg19,AGEepi,1
cg13407348,chr6,9409150,OpenSea,,,hg19,AGEepi,-1
cg21584461,chr11,65314913,Island,LTBP3;LTBP3;LTBP3,Body;Body;Body,hg19,AGEepi,-1
cg17077845,chr10,1446913,OpenSea,ADARB2,Body,hg19,AGEepi,1
cg13727089,chr9,100070423,S_Shore,KIAA1529,Body,hg19,AGEepi,1
cg04214966,chr4,81119460,S_Shore,PRDM8;PRDM8,5'UTR;5'UTR,hg19,AGEepi,1
cg11457469,chr20,35243227,OpenSea,SLA2;SLA2,Body;Body,hg19,AGEepi,-1
cg24221738,chr4,166125552,N_Shelf,,,hg19,AGEepi,-1
cg02138198,chr12,57485116,S_Shelf,NAB2,Body,hg19,AGEepi,-1
cg19746397,chr9,139094185,Island,LHX3;LHX3,Body;Body,hg19,AGEepi,1
cg15318916,chr19,58907296,N_Shore,RNF225,TSS200,hg19,AGEepi,-1
cg11067013,chr12,125401998,S_Shelf,,,hg19,AGEepi,-1
cg05031695,chr4,15470372,OpenSea,CC2D2A;CC2D2A;CC2D2A,TSS1500;TSS1500;TSS1500,hg19,AGEepi,1
cg12365402,chr11,9010492,OpenSea,NRIP3,Body,hg19,AGEepi,1
cg15067907,chr19,5838779,OpenSea,FUT6;FUT6;FUT6;FUT6,1stExon;5'UTR;1stExon;5'UTR,hg19,AGEepi,1
cg07540084,chr5,2537210,OpenSea,,,hg19,AGEepi,1
cg16946254,chr8,101961596,N_Shore,YWHAZ;YWHAZ;YWHAZ;YWHAZ;YWHAZ;YWHAZ,5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR,hg19,AGEepi,-1
cg01092361,chr6,42185687,OpenSea,MRPS10,TSS200,hg19,AGEepi,-1
cg25763031,chr2,60780741,N_Shore,BCL11A;BCL11A;BCL11A,TSS200;TSS200;TSS200,hg19,AGEepi,-1
cg11894257,chr6,22569881,Island,HDGFL1,1stExon,hg19,AGEepi,1
cg10719746,chr19,57350846,N_Shore,MIMT1;PEG3;PEG3;ZIM2;PEG3;PEG3;ZIM2;ZIM2,TSS1500;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR,hg19,AGEepi,-1
cg11586825,chr8,80813909,OpenSea,,,hg19,AGEepi,1
cg02936535,chr17,7514491,N_Shelf,FXR2,Body,hg19,AGEepi,1
cg04124371,chr14,103142193,OpenSea,RCOR1,Body,hg19,AGEepi,1
cg24766207,chr6,129065728,OpenSea,,,hg19,AGEepi,1
cg10894222,chr3,149543247,OpenSea,RNF13;RNF13,5'UTR;5'UTR,hg19,AGEepi,1
cg22324358,chr7,2583541,Island,C7orf27,Body,hg19,AGEepi,1
cg14036033,chr1,35206233,OpenSea,,,hg19,AGEepi,1
cg14288848,chr6,33282873,Island,ZBTB22;TAPBP;TAPBP;TAPBP;ZBTB22,Body;TSS1500;TSS1500;TSS1500;Body,hg19,AGEepi,1
cg05196585,chr12,109124574,Island,CORO1C;CORO1C;CORO1C,1stExon;5'UTR;5'UTR,hg19,AGEepi,-1
cg22929456,chr19,10495531,S_Shelf,,,hg19,AGEepi,1
cg03482449,chr20,58045274,OpenSea,,,hg19,AGEepi,1
cg21057507,chr3,169107657,OpenSea,MECOM;MECOM,5'UTR;Body,hg19,AGEepi,-1
cg12645785,chr1,29229403,OpenSea,EPB41;EPB41;EPB41;EPB41;EPB41,5'UTR;5'UTR;5'UTR;5'UTR;5'UTR,hg19,AGEepi,1
cg14168030,chr2,85626003,OpenSea,CAPG;CAPG;CAPG,Body;Body;Body,hg19,AGEepi,-1
cg09391993,chr12,58221330,OpenSea,CTDSP2;CTDSP2,ExonBnd;Body,hg19,AGEepi,1
cg17884739,chr22,47010440,N_Shelf,,,hg19,AGEepi,-1
cg11863954,chr12,111623272,OpenSea,CUX2,Body,hg19,AGEepi,1
cg21705120,chr17,4270245,S_Shore,UBE2G1,TSS1500,hg19,AGEepi,-1
cg06581523,chr17,1994616,OpenSea,SMG6;SMG6;SMG6,Body;Body;Body,hg19,AGEepi,-1
cg26042746,chr12,79816221,OpenSea,SYT1;SYT1;SYT1;SYT1,Body;Body;Body;Body,hg19,AGEepi,-1
cg25817120,chr12,96340203,S_Shelf,AMDHD1,Body,hg19,AGEepi,1
cg27621029,chr3,50379973,S_Shore,ZMYND10;ZMYND10,Body;Body,hg19,AGEepi,1
cg21838611,chr14,77496341,S_Shore,IRF2BPL,TSS1500,hg19,AGEepi,1
cg12464529,chr9,134741720,OpenSea,MED27;MED27,Body;Body,hg19,AGEepi,1
cg01426475,chr7,22397832,S_Shore,RAPGEF5,TSS1500,hg19,AGEepi,1
cg26581387,chr2,203880025,S_Shore,NBEAL1,5'UTR,hg19,AGEepi,-1
cg09352355,chr4,108977596,OpenSea,LEF1;LEF1;LEF1;LEF1,3'UTR;3'UTR;3'UTR;Body,hg19,AGEepi,-1
cg20483382,chr10,12282899,OpenSea,CDC123,Body,hg19,AGEepi,1
cg07551380,chr18,10560797,OpenSea,,,hg19,AGEepi,1
cg26987029,chr8,141950092,OpenSea,PTK2;PTK2;PTK2,Body;5'UTR;5'UTR,hg19,AGEepi,1
cg00867816,chr3,36919948,OpenSea,TRANK1,Body,hg19,AGEepi,1
cg19739956,chr22,36772834,OpenSea,MYH9,5'UTR,hg19,AGEepi,1
cg16040230,chr2,202022618,OpenSea,CFLAR-AS1;CFLAR;CFLAR;CFLAR;CFLAR;CFLAR;CFLAR;CFLAR;CFLAR,TSS200;Body;Body;Body;Body;Body;Body;Body;Body,hg19,AGEepi,1
cg14599108,chr16,11853385,OpenSea,ZC3H7A,Body,hg19,AGEepi,-1
cg22381069,chr11,108338960,OpenSea,C11orf65,TSS1500,hg19,AGEepi,1
cg09949713,chr17,7146708,Island,GABARAP,TSS1500,hg19,AGEepi,-1
cg23283310,chr2,187410662,OpenSea,,,hg19,AGEepi,1
cg19511947,chr16,67683762,Island,RLTPR,Body,hg19,AGEepi,1
cg25875394,chr13,45468845,OpenSea,,,hg19,AGEepi,1
cg22947007,chr19,12886204,Island,HOOK2;HOOK2,Body;Body,hg19,AGEepi,-1
cg04984852,chr11,1463935,N_Shore,BRSK2,Body,hg19,AGEepi,-1
cg14617296,chr4,2513597,OpenSea,RNF4;RNF4;RNF4,Body;Body;Body,hg19,AGEepi,-1
cg22401267,chr1,180510053,OpenSea,,,hg19,AGEepi,1
cg16681439,chr1,6786391,OpenSea,LOC100505887;LOC100505887,Body;TSS1500,hg19,AGEepi,1
cg16027745,chr9,138009270,N_Shelf,OLFM1;OLFM1;OLFM1,Body;Body;Body,hg19,AGEepi,1
cg14094573,chr8,37854718,OpenSea,,,hg19,AGEepi,1
cg23129282,chr6,42847165,OpenSea,RPL7L1,TSS1500,hg19,AGEepi,-1
cg01133348,chr8,48574512,OpenSea,SPIDR;SPIDR;SPIDR;SPIDR,Body;Body;Body;Body,hg19,AGEepi,1
cg13975583,chr8,97654540,N_Shelf,,,hg19,AGEepi,1
cg23391620,chr22,30617470,OpenSea,,,hg19,AGEepi,-1
cg05642536,chr14,98244048,OpenSea,,,hg19,AGEepi,1
cg25077733,chr7,115813641,OpenSea,,,hg19,AGEepi,1
cg11972924,chr14,34607484,OpenSea,,,hg19,AGEepi,-1
cg13749822,chr4,145566663,Island,HHIP,TSS1500,hg19,AGEepi,1
cg07325562,chr11,65150083,N_Shelf,SLC25A45;SLC25A45;SLC25A45;SLC25A45,1stExon;5'UTR;5'UTR;1stExon,hg19,AGEepi,-1
cg04398180,chr13,114103452,OpenSea,ADPRHL1;ADPRHL1;ADPRHL1,1stExon;5'UTR;Body,hg19,AGEepi,-1
cg08238791,chr6,45390121,Island,RUNX2;RUNX2;RUNX2,TSS200;Body;Body,hg19,AGEepi,-1
cg13726463,chr16,31439681,Island,COX6A2;COX6A2,1stExon;5'UTR,hg19,AGEepi,1
cg08258740,chr18,58560613,OpenSea,,,hg19,AGEepi,1
cg02870956,chr1,46737466,OpenSea,RAD54L;RAD54L,Body;Body,hg19,AGEepi,1
cg12422199,chr3,101284166,S_Shelf,RG9MTD1,Body,hg19,AGEepi,-1
cg09438256,chr7,2478488,OpenSea,LOC101927181,Body,hg19,AGEepi,1
cg26436583,chr18,43649176,N_Shelf,PSTPIP2,Body,hg19,AGEepi,-1
cg05711710,chr10,93793140,OpenSea,,,hg19,AGEepi,1
cg06933064,chr19,40895469,Island,HIPK4,1stExon,hg19,AGEepi,1
cg13339886,chr21,32548426,OpenSea,TIAM1,Body,hg19,AGEepi,-1
cg25911881,chr10,88509742,OpenSea,,,hg19,AGEepi,1
cg17871910,chr14,74892541,Island,TMEM90A,5'UTR,hg19,AGEepi,1
cg02879515,chr7,92147135,OpenSea,PEX1;PEX1;PEX1,Body;Body;Body,hg19,AGEepi,-1
cg04970111,chr19,12781594,S_Shore,WDR83;WDR83OS;WDR83;WDR83,Body;TSS1500;Body;Body,hg19,AGEepi,-1
cg13677307,chr15,45461933,S_Shelf,SHF;SHF;SHF;SHF;SHF,3'UTR;Body;Body;Body;Body,hg19,AGEepi,-1
cg20995304,chr12,48196167,OpenSea,HDAC7;HDAC7,Body;Body,hg19,AGEepi,-1
cg06312024,chr14,93672722,N_Shore,C14orf142;UBR7;UBR7,Body;TSS1500;TSS1500,hg19,AGEepi,-1
cg16574154,chr1,10652376,OpenSea,PEX14,Body,hg19,AGEepi,-1
cg05226776,chr14,102493762,OpenSea,DYNC1H1,Body,hg19,AGEepi,-1
cg12372546,chr8,41541105,OpenSea,ANK1;ANK1;ANK1;ANK1;ANK1,Body;Body;Body;Body;Body,hg19,AGEepi,1
cg13659378,chr19,47122109,OpenSea,,,hg19,AGEepi,-1
cg11559680,chr3,11966511,OpenSea,,,hg19,AGEepi,1
cg08587820,chr3,5020949,Island,BHLHE40,TSS200,hg19,AGEepi,-1
cg22114981,chr12,93415181,OpenSea,LOC643339,Body,hg19,AGEepi,-1
cg01848203,chr20,60275399,OpenSea,CDH4;CDH4;CDH4,Body;Body;5'UTR,hg19,AGEepi,1
cg00770773,chr3,192571646,OpenSea,MB21D2,Body,hg19,AGEepi,1
cg06108510,chr3,37035063,Island,MLH1;MLH1;MLH1;MLH1;EPM2AIP1,TSS1500;TSS1500;TSS1500;1stExon;TSS1500,hg19,AGEepi,-1
cg04466790,chr17,64780697,OpenSea,PRKCA,Body,hg19,AGEepi,1
cg07588216,chr20,25204045,OpenSea,ENTPD6;ENTPD6,Body;Body,hg19,AGEepi,1
cg23519755,chr17,44124560,OpenSea,KANSL1;KANSL1;KANSL1,Body;Body;Body,hg19,AGEepi,1
cg02269083,chr18,56296607,OpenSea,ALPK2,TSS1500,hg19,AGEepi,-1
cg00483219,chr5,169699120,OpenSea,LCP2,Body,hg19,AGEepi,1
cg20485042,chr1,87380887,Island,SEP15;HS2ST1;SEP15;HS2ST1,TSS1500;Body;TSS1500;Body,hg19,AGEepi,-1
cg05253500,chr11,45101856,OpenSea,,,hg19,AGEepi,-1
cg08538752,chr21,10990890,Island,TPTE;TPTE;TPTE;TPTE;TPTE;TPTE,1stExon;1stExon;1stExon;5'UTR;5'UTR;5'UTR,hg19,AGEepi,1
cg03258975,chr5,42923833,N_Shore,,,hg19,AGEepi,1
cg00579805,chr1,185822829,OpenSea,HMCN1,Body,hg19,AGEepi,-1
cg09378573,chr2,44823888,OpenSea,CAMKMT,Body,hg19,AGEepi,1
cg04988694,chr17,80889053,Island,TBCD,Body,hg19,AGEepi,-1
cg12007372,chr19,22020888,S_Shelf,,,hg19,AGEepi,-1
cg09475324,chr12,108909474,Island,FICD,5'UTR,hg19,AGEepi,-1
cg04032897,chr14,104015381,OpenSea,,,hg19,AGEepi,-1
cg05766122,chr15,90358889,S_Shore,ANPEP,TSS1500,hg19,AGEepi,1
cg22786606,chr6,12311138,OpenSea,,,hg19,AGEepi,-1
cg22905866,chr4,185468777,OpenSea,,,hg19,AGEepi,-1
cg26711145,chr14,97621025,OpenSea,,,hg19,AGEepi,1
cg25303220,chr19,7663861,S_Shelf,KIAA1543;KIAA1543,Body;Body,hg19,AGEepi,1
cg03512906,chr16,68955788,OpenSea,TANGO6,Body,hg19,AGEepi,1
cg22903473,chr17,27753312,OpenSea,TAOK1;TAOK1,5'UTR;5'UTR,hg19,AGEepi,1
cg26362488,chr12,14924051,S_Shore,HIST4H4;HIST4H4,1stExon;5'UTR,hg19,AGEepi,-1
cg00830444,chr16,1455735,N_Shelf,UNKL,Body,hg19,AGEepi,-1
cg04906607,chr15,88670452,OpenSea,NTRK3;NTRK3;NTRK3;NTRK3;NTRK3;NTRK3;NTRK3;NTRK3,ExonBnd;ExonBnd;ExonBnd;ExonBnd;Body;Body;Body;Body,hg19,AGEepi,-1
cg27086941,chr21,23122878,OpenSea,LINC01425,Body,hg19,AGEepi,-1
cg11746813,chr12,54448090,Island,HOXC4;HOXC4,1stExon;Body,hg19,AGEepi,1
cg20646939,chr19,54040774,N_Shore,ZNF331;ZNF331,TSS1500;5'UTR,hg19,AGEepi,-1
cg17841473,chr1,55323621,OpenSea,DHCR24,Body,hg19,AGEepi,1
cg12748839,chr11,86588034,OpenSea,,,hg19,AGEepi,1
cg11523786,chr9,80499394,OpenSea,GNAQ,Body,hg19,AGEepi,1
cg16230313,chr9,139348440,N_Shore,SEC16A;SEC16A,Body;Body,hg19,AGEepi,1
cg05074859,chr15,31609730,OpenSea,,,hg19,AGEepi,1
cg03447424,chr2,236839495,OpenSea,AGAP1;AGAP1,Body;Body,hg19,AGEepi,1
cg04556615,chr11,20669137,OpenSea,SLC6A5,Body,hg19,AGEepi,-1
cg04944291,chr3,195270345,Island,PPP1R2,TSS200,hg19,AGEepi,-1
cg19458078,chr1,153232069,OpenSea,LOR,TSS200,hg19,AGEepi,1
cg23786399,chr3,160162486,OpenSea,TRIM59,5'UTR,hg19,AGEepi,1
cg24430147,chr1,115885042,S_Shelf,,,hg19,AGEepi,1
cg03267668,chr10,104829106,OpenSea,CNNM2;CNNM2,Body;Body,hg19,AGEepi,1
cg01847122,chr22,25093284,OpenSea,,,hg19,AGEepi,-1
cg03063806,chr5,175786840,N_Shore,KIAA1191;KIAA1191;KIAA1191,5'UTR;5'UTR;5'UTR,hg19,AGEepi,1
cg13890131,chr5,135215129,OpenSea,SLC25A48,Body,hg19,AGEepi,-1
cg18440125,chr22,35933514,N_Shelf,,,hg19,AGEepi,-1
cg00216588,chr3,10105786,OpenSea,FANCD2;FANCD2,Body;Body,hg19,AGEepi,1
cg11245443,chr6,26199702,N_Shore,HIST1H3D;HIST1H2BF;HIST1H2AD,TSS1500;TSS200;TSS1500,hg19,AGEepi,-1
cg17083575,chr7,4746131,OpenSea,FOXK1,Body,hg19,AGEepi,1
cg02912129,chr20,57615494,N_Shore,SLMO2,Body,hg19,AGEepi,1
cg20889445,chr12,111029566,OpenSea,,,hg19,AGEepi,1
cg26484185,chr10,131909478,Island,LINC00959,TSS1500,hg19,AGEepi,-1
cg06461634,chr7,139911839,OpenSea,,,hg19,AGEepi,1
cg24771834,chr15,63697221,OpenSea,LOC102723344,Body,hg19,AGEepi,-1
cg03836615,chr3,4856096,OpenSea,ITPR1;ITPR1;ITPR1,Body;Body;Body,hg19,AGEepi,1
cg16366607,chr17,77770824,Island,CBX8;CBX8,1stExon;5'UTR,hg19,AGEepi,-1
cg13827257,chr4,16401775,OpenSea,,,hg19,AGEepi,-1
cg25080256,chr2,31215798,OpenSea,GALNT14,Body,hg19,AGEepi,1
cg13585927,chr9,129201445,OpenSea,FAM125B,Body,hg19,AGEepi,1
cg16820296,chr9,3346719,OpenSea,RFX3;RFX3;RFX3;RFX3,Body;Body;Body;Body,hg19,AGEepi,1
cg21754618,chr6,106944802,OpenSea,,,hg19,AGEepi,1
cg25759221,chr5,109079666,OpenSea,MAN2A1,Body,hg19,AGEepi,1
cg19008133,chr3,123124015,OpenSea,ADCY5,Body,hg19,AGEepi,1
cg20859918,chr5,127174575,OpenSea,,,hg19,AGEepi,-1
cg23602058,chr17,48154061,OpenSea,ITGA3;ITGA3,Body;Body,hg19,AGEepi,1
cg15149219,chr14,23024952,OpenSea,,,hg19,AGEepi,-1
cg21834645,chr6,10409467,N_Shore,TFAP2A;TFAP2A;TFAP2A,Body;Body;Body,hg19,AGEepi,-1
cg26074539,chr15,70484578,OpenSea,,,hg19,AGEepi,1
cg27116072,chr16,84675013,OpenSea,,,hg19,AGEepi,-1
cg02975667,chr11,91583994,OpenSea,,,hg19,AGEepi,1
cg17820345,chr17,27967743,OpenSea,SSH2;SSH2,Body;Body,hg19,AGEepi,1
cg17422500,chr1,249152952,Island,ZNF692;ZNF692;ZNF692,5'UTR;5'UTR;1stExon,hg19,AGEepi,-1
cg03126561,chr11,12434050,OpenSea,PARVA,Body,hg19,AGEepi,-1
cg26906610,chr17,26393071,OpenSea,NLK,Body,hg19,AGEepi,1
cg19984903,chr7,158717860,OpenSea,WDR60,Body,hg19,AGEepi,1
cg13468857,chr11,64013459,N_Shore,PPP1R14B,Body,hg19,AGEepi,1
cg03648116,chr11,105945234,N_Shelf,KBTBD3;KBTBD3,5'UTR;5'UTR,hg19,AGEepi,1
cg20023259,chr10,104000957,Island,PITX3,5'UTR,hg19,AGEepi,1
cg02669989,chr1,59247425,N_Shore,JUN;JUN,3'UTR;1stExon,hg19,AGEepi,-1
cg11000107,chr8,101679430,OpenSea,,,hg19,AGEepi,-1
cg26829184,chr5,137896757,OpenSea,SNORD63;HSPA9,Body;Body,hg19,AGEepi,1
cg14953102,chr10,93947391,OpenSea,CPEB3;CPEB3,Body;Body,hg19,AGEepi,1
cg12923297,chr6,33290741,Island,DAXX;DAXX;DAXX;DAXX;DAXX;DAXX;DAXX,1stExon;5'UTR;Body;5'UTR;1stExon;1stExon;5'UTR,hg19,AGEepi,-1
cg13539171,chr17,73569316,Island,LLGL2;LLGL2,Body;Body,hg19,AGEepi,-1
cg23609650,chr1,27287776,S_Shore,C1orf172,TSS1500,hg19,AGEepi,-1
cg04906462,chr7,130788305,N_Shelf,FLJ43663;FLJ43663,Body;Body,hg19,AGEepi,-1
cg25437211,chr7,143103550,OpenSea,EPHA1-AS1;EPHA1,TSS1500;Body,hg19,AGEepi,1
cg13826345,chr14,103796740,N_Shelf,,,hg19,AGEepi,1
cg09553466,chr6,73867179,N_Shore,KCNQ5;KCNQ5;KCNQ5;KCNQ5;KCNQ5,Body;Body;Body;Body;Body,hg19,AGEepi,1
cg23982461,chr3,158955027,OpenSea,IQCJ;IQCJ,Body;Body,hg19,AGEepi,-1
cg00515282,chr12,42978494,OpenSea,PRICKLE1,5'UTR,hg19,AGEepi,1
cg06661083,chr1,6383902,OpenSea,ACOT7;ACOT7;ACOT7;ACOT7,Body;Body;Body;Body,hg19,AGEepi,-1
cg10465939,chr6,112045729,OpenSea,FYN;FYN,5'UTR;5'UTR,hg19,AGEepi,-1
cg06117133,chr16,67966621,N_Shelf,CTRL,TSS1500,hg19,AGEepi,1
cg01925449,chr22,47482691,OpenSea,TBC1D22A;TBC1D22A;TBC1D22A;TBC1D22A;TBC1D22A,Body;Body;Body;Body;Body,hg19,AGEepi,1
cg07281649,chr17,44248599,OpenSea,KANSL1;KANSL1;KANSL1,Body;Body;Body,hg19,AGEepi,1
cg04496284,chr2,151260928,OpenSea,,,hg19,AGEepi,-1
cg00045900,chr8,144892464,N_Shore,SCRIB;SCRIB,Body;Body,hg19,AGEepi,1
cg08057255,chr14,69036779,OpenSea,RAD51B,Body,hg19,AGEepi,-1
cg09878909,chr5,9222913,OpenSea,SEMA5A,Body,hg19,AGEepi,1
cg06718696,chr17,78121285,Island,EIF4A3,TSS1500,hg19,AGEepi,-1
cg13159626,chr10,63785351,OpenSea,ARID5B,Body,hg19,AGEepi,-1
cg13371094,chr8,124466066,OpenSea,,,hg19,AGEepi,1
cg18809261,chr22,38014259,OpenSea,GGA1;GGA1;GGA1;GGA1,Body;Body;Body;5'UTR,hg19,AGEepi,1
cg03897905,chr2,137814066,OpenSea,THSD7B,Body,hg19,AGEepi,1
cg15319382,chr19,47420602,OpenSea,ARHGAP35,TSS1500,hg19,AGEepi,1
cg25269942,chr10,114106090,OpenSea,GUCY2GP,Body,hg19,AGEepi,1
cg24190527,chr11,107690643,OpenSea,SLC35F2,Body,hg19,AGEepi,1
cg18905813,chr6,30733754,OpenSea,,,hg19,AGEepi,1
cg21421846,chr1,10999507,OpenSea,,,hg19,AGEepi,1
cg19899972,chr1,61624321,OpenSea,NFIA;NFIA;NFIA;NFIA,Body;Body;Body;Body,hg19,AGEepi,-1
cg10978719,chr15,56992113,OpenSea,ZNF280D;ZNF280D;ZNF280D,Body;3'UTR;Body,hg19,AGEepi,1
cg02629997,chr3,31953255,OpenSea,OSBPL10;OSBPL10,Body;Body,hg19,AGEepi,1
cg02200717,chr14,21511676,OpenSea,RNASE7,3'UTR,hg19,AGEepi,-1
cg24312460,chr1,40858062,OpenSea,SMAP2;SMAP2;SMAP2,TSS1500;Body;Body,hg19,AGEepi,1
cg23237353,chr4,6712888,S_Shore,MRFAP1L1,TSS1500,hg19,AGEepi,-1
cg26585091,chr20,39312462,S_Shore,,,hg19,AGEepi,1
cg17787876,chr1,156467057,N_Shelf,MEF2D,5'UTR,hg19,AGEepi,1
cg24155952,chr1,112046471,OpenSea,ADORA3;TMIGD3;ADORA3;ADORA3;TMIGD3;ADORA3;ADORA3;ADORA3;TMIGD3;TMIGD3,5'UTR;1stExon;1stExon;1stExon;5'UTR;5'UTR;5'UTR;1stExon;Body;Body,hg19,AGEepi,-1
cg02806206,chr20,48890146,OpenSea,LINC01272,5'UTR,hg19,AGEepi,-1
cg12856590,chr17,4383882,OpenSea,SPNS3,Body,hg19,AGEepi,-1
cg01552731,chr19,46806907,N_Shore,HIF3A;HIF3A;HIF3A;HIF3A,1stExon;5'UTR;Body;5'UTR,hg19,AGEepi,1
cg14423293,chr8,51956721,OpenSea,,,hg19,AGEepi,1
cg25942940,chr1,8270645,N_Shore,,,hg19,AGEepi,1
cg04949734,chr1,9464633,OpenSea,,,hg19,AGEepi,1
cg19271658,chr6,33247425,S_Shore,WDR46;WDR46,Body;Body,hg19,AGEepi,-1
cg00873811,chr16,56654264,S_Shelf,,,hg19,AGEepi,1
cg17587986,chr10,410441,S_Shore,DIP2C,Body,hg19,AGEepi,-1
cg06351425,chr6,28482191,OpenSea,GPX6,Body,hg19,AGEepi,-1
cg09591286,chr7,88388244,N_Shore,ZNF804B,TSS1500,hg19,AGEepi,1
cg05529754,chr16,85045486,S_Shore,ZDHHC7;ZDHHC7,TSS1500;TSS1500,hg19,AGEepi,-1
cg06839449,chr14,76027073,OpenSea,,,hg19,AGEepi,-1
cg01493658,chr9,133588893,Island,ABL1,TSS1500,hg19,AGEepi,-1
cg17332327,chr12,5484967,OpenSea,,,hg19,AGEepi,1
cg00376735,chr19,11473212,Island,LPPR2;LPPR2,Body;Body,hg19,AGEepi,1
cg15680973,chr5,7420177,OpenSea,ADCY2,Body,hg19,AGEepi,1
cg02161503,chr7,157955692,N_Shore,PTPRN2;PTPRN2;PTPRN2,Body;Body;Body,hg19,AGEepi,-1
cg06258196,chr7,101852361,OpenSea,CUX1;CUX1;CUX1;CUX1;CUX1;CUX1;CUX1,Body;Body;Body;Body;Body;Body;Body,hg19,AGEepi,1
cg06224613,chr15,101818043,S_Shore,VIMP;VIMP,TSS1500;TSS1500,hg19,AGEepi,-1
cg05580336,chr2,73223112,OpenSea,SFXN5,Body,hg19,AGEepi,1
cg02856340,chr1,22814332,OpenSea,ZBTB40;ZBTB40,5'UTR;5'UTR,hg19,AGEepi,1
cg14118364,chr1,45478257,S_Shore,HECTD3;UROD;UROD,TSS1500;Body;Body,hg19,AGEepi,-1
cg20414966,chr3,99038926,OpenSea,,,hg19,AGEepi,1
cg20392696,chr7,116119175,OpenSea,,,hg19,AGEepi,1
cg26001467,chr14,21979675,Island,METTL3,TSS1500,hg19,AGEepi,-1
cg25533993,chr19,50550284,N_Shelf,ZNF473;ZNF473,Body;Body,hg19,AGEepi,1
cg18114755,chr8,11813596,OpenSea,,,hg19,AGEepi,-1
cg04377132,chr5,1828817,OpenSea,,,hg19,AGEepi,1
cg02649626,chr11,27746583,S_Shelf,,,hg19,AGEepi,-1
cg12960616,chr12,95638334,OpenSea,VEZT;VEZT;VEZT,Body;Body;Body,hg19,AGEepi,1
cg03580059,chr17,1935241,S_Shore,DPH1,Body,hg19,AGEepi,1
cg25824411,chr20,44650062,N_Shore,SLC12A5,TSS1500,hg19,AGEepi,1
cg09749435,chr1,16330686,OpenSea,C1orf64,TSS200,hg19,AGEepi,1
cg09231862,chr14,29235376,Island,FOXG1,TSS1500,hg19,AGEepi,1
cg24389597,chr15,51362855,OpenSea,TNFAIP8L3,Body,hg19,AGEepi,1
cg00612625,chr10,100991745,N_Shore,HPSE2;HPSE2;HPSE2;HPSE2,Body;Body;Body;Body,hg19,AGEepi,-1
cg18115488,chr2,7067236,OpenSea,RNF144A,5'UTR,hg19,AGEepi,-1
cg01568317,chr14,74895911,S_Shelf,,,hg19,AGEepi,1
cg15339026,chr13,106784791,OpenSea,,,hg19,AGEepi,1
cg11110544,chr7,137776547,OpenSea,AKR1D1;AKR1D1;AKR1D1,Body;Body;Body,hg19,AGEepi,-1
cg22822395,chr3,182434233,OpenSea,,,hg19,AGEepi,-1
cg04408483,chr10,85920307,OpenSea,,,hg19,AGEepi,1
cg10167301,chr9,134604665,OpenSea,RAPGEF1;RAPGEF1,Body;Body,hg19,AGEepi,-1
